source:/home/wmlinux/dir1/get_homologues-x86_64-20210828/MTB_vs_FH_15112022_homologues/sample_intersection	Agrobacterium_tumefaciens_C58_full.gb	_Azospirillum_brasilense_Sp7_full.gbk	_Blastochloris_viridis_DSM133.gb	_Magnetospirillu_15-1.gb	_Magnetospirillum.gbk	_Magnetospirillum_gryphiswaldense_NZ_CP027526.gb	_Mesorhizobium_japonicum_MAFF303099_full.gbk	_Rhodobacter_capsulatus_SB1003_full.gbk	_Rhodobacter_sphaeroides_2.4.1_full.gbk	_Rhodoblastus_acidophilus_DSM137.gb	_Rhodomicrobium_vannielii_ATCC.gbk	_Rhodoplanes_elegans_DSM11907.gb	_Rhodopseudomonas_pseudopalustris_DSM123.gb	_Rhodospirillum_rubrum_ATCC11170_full.gbk	_Rhodovastum_atsumiense.gbk	_Rhodovastum_atsumiense_G2-11.gbk	_Rubrivivax_gelatinosus_DSM1709.gb	
570_conserved_hypothetic...faa	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	
571_conserved_hypothetic...faa	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	
572_tagA.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
573_conserved_hypothetic...faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
575_aglR.faa	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	
576_aglE.faa	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	
577_aglF.faa	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	
578_aglG.faa	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	
580_aglK.faa	2	1	0	0	0	0	1	1	2	0	0	0	0	0	0	0	1	
581_conserved_hypothetic...faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
582_conserved_hypothetic...faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
583_edd.faa	1	1	0	0	0	0	1	1	0	0	1	0	0	0	1	2	1	
584_pgl.faa	1	0	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0	
585_zwf.faa	1	0	0	0	0	0	1	1	1	1	1	1	1	0	3	3	1	
588_conserved_hypothetic...faa	1	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	
589_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
590_transcriptional_regu...faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
591_conserved_hypothetic...faa	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
592_aceA.faa	1	1	0	0	0	0	1	1	0	0	0	0	1	0	1	1	1	
604_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
606_Conserved_hypothetic...faa	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	
607_adhP.faa	1	1	0	0	0	0	0	0	1	0	0	0	1	0	2	2	1	
608_dlhH.faa	1	1	0	1	1	1	2	0	0	1	0	0	2	0	1	1	1	
611_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
619_conserved_hypothetic...faa	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
621_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
623_aroA.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
624_conserved_hypothetic...faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
626_conserved_hypothetic...faa	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	
627_mcpA.faa	2	1	0	3	1	2	0	2	0	0	0	5	1	0	1	1	0	
628_conserved_hypothetic...faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
632_conserved_hypothetic...faa	2	0	0	0	0	0	2	0	0	1	1	1	0	0	1	1	1	
635_conserved_hypothetic...faa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
637_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
640_pit.faa	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	
642_hydrolase.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
643_glycosyltransferase.faa	2	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	
644_transcriptional_regu...faa	1	2	0	2	2	1	1	1	1	1	1	1	0	1	1	1	1	
646_transcriptional_regu...faa	3	2	0	1	1	1	3	1	1	1	1	1	1	1	1	1	1	
647_glcD.faa	1	1	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	
648_glcE.faa	1	1	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	
649_glcF.faa	1	1	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	
650_conserved_hypothetic...faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
652_tag.faa	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	
653_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
656_hypothetical_protein.faa	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
657_conserved_hypothetic...faa	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	
658_conserved_hypothetic...faa	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
660_conserved_hypothetic...faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
663_conserved_hypothetic...faa	1	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	
664_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
665_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
671_conserved_hypothetic...faa	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
679_conserved_hypothetic...faa	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	
685_two_component_sensor...faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
686_GGDEF_family_protein.faa	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	
687_calcium-binding_prot...faa	2	1	0	0	0	0	1	0	1	1	0	0	0	0	1	1	1	
689_dgoK.faa	2	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	
690_fabG.faa	1	0	0	0	0	0	2	0	1	0	0	0	0	0	1	1	0	
693_nrt.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
697_conserved_hypothetic...faa	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
703_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
704_transacetylase.faa	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
710_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
711_ring_hydroxylating_d...faa	1	1	0	2	0	0	2	1	1	0	0	0	0	0	0	0	1	
712_ferredoxin_I.faa	1	2	0	0	0	1	2	1	1	0	0	2	1	0	1	1	1	
713_conserved_hypothetic...faa	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
715_divalent_cation_tran...faa	1	0	0	1	1	2	1	0	0	1	0	1	0	1	1	1	1	
717_enoyl-CoA_hydratase-...faa	1	0	0	1	1	0	1	0	0	1	1	0	1	0	1	1	1	
718_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
722_conserved_hypothetic...faa	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
723_transcriptional_regu...faa	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	
724_conserved_hypothetic...faa	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
725_conserved_hypothetic...faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
726_conserved_hypothetic...faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
727_conserved_hypothetic...faa	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	
728_conserved_hypothetic...faa	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
730_conserved_hypothetic...faa	2	2	0	0	0	0	1	3	1	2	0	1	1	0	1	1	1	
736_conserved_hypothetic...faa	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	
739_conserved_hypothetic...faa	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
745_conserved_hypothetic...faa	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	
746_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
747_hydrolase.faa	1	1	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	
748_conserved_hypothetic...faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
751_coxB.faa	1	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	
752_coxA.faa	1	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	
753_ctaB.faa	1	1	0	1	1	1	2	0	1	1	0	1	1	0	1	1	1	
754_conserved_hypothetic...faa	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
755_coxG.faa	1	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	
756_coxC.faa	1	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	
757_conserved_hypothetic...faa	1	2	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	
762_conserved_hypothetic...faa	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
763_conserved_hypothetic...faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
768_conserved_hypothetic...faa	1	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1	0	
774_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
775_conserved_hypothetic...faa	2	0	0	0	1	0	4	2	2	0	1	0	1	0	1	1	0	
776_transcriptional_regu...faa	1	1	0	0	0	0	4	1	1	0	0	2	0	1	1	1	0	
777_conserved_hypothetic...faa	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
778_hypothetical_protein.faa	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
780_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
781_putative_peptidase.faa	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
782_hydrolase.faa	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	
787_conserved_hypothetic...faa	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	
789_proton-glutamate_tra...faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
790_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
793_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
795_mqo.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
796_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
797_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
798_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
807_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
809_conserved_hypothetic...faa	1	1	0	1	1	1	0	1	0	0	0	1	0	1	0	0	1	
811_betI.faa	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	
813_betA.faa	1	1	0	1	0	0	5	2	1	1	1	2	1	0	1	1	1	
814_conserved_hypothetic...faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
815_chloride_channel_pro...faa	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	
816_hypothetical_protein.faa	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	
817_conserved_hypothetic...faa	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	
818_gst.faa	2	2	0	1	1	0	1	0	0	1	1	0	1	0	1	1	1	
820_transcriptional_regu...faa	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
822_conserved_hypothetic...faa	1	1	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	
823_ATP-dependent_DNA_li...faa	1	1	0	0	0	0	1	0	1	1	1	0	1	0	1	1	1	
824_conserved_hypothetic...faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
825_conserved_hypothetic...faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
826_P_type_cation_-metal...faa	1	0	0	0	1	1	1	2	2	1	0	1	3	1	1	1	1	
827_conserved_hypothetic...faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
828_conserved_hypothetic...faa	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
831_conserved_hypothetic...faa	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	
832_conserved_hypothetic...faa	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	
833_ABC_transporter-_nuc...faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
834_conserved_hypothetic...faa	1	0	0	0	0	0	2	0	1	0	0	1	1	0	1	1	1	
835_transcriptional_regu...faa	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	
836_conserved_hypothetic...faa	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	
837_conserved_hypothetic...faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
838_conserved_hypothetic...faa	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	
839_transcriptional_regu...faa	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
841_pcaC.faa	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
842_conserved_hypothetic...faa	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
844_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
845_conserved_hypothetic...faa	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	
847_oxidoreductase.faa	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	1	
848_transcriptional_regu...faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	
850_aldo-keto_reductase.faa	2	1	0	1	1	0	1	0	1	0	0	2	1	1	0	0	0	
851_Conserved_hypothetic...faa	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
852_conserved_hypothetic...faa	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
853_tam.faa	1	1	0	1	1	1	1	0	0	1	1	0	1	0	1	1	0	
856_oxyR.faa	1	1	0	1	1	1	1	0	0	0	1	1	0	1	1	1	0	
858_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
860_conserved_hypothetic...faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
861_conserved_hypothetic...faa	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2	
862_RhtB_family_transpor...faa	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
863_cytochrome_C-556.faa	1	0	0	1	1	1	1	1	2	0	0	1	1	2	1	1	1	
864_Conserved_hypothetic...faa	1	1	0	0	0	0	1	0	2	0	1	2	1	0	1	1	0	
865_conserved_hypothetic...faa	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	
866_conserved_hypothetic...faa	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	
867_hypothetical_protein.faa	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
868_conserved_hypothetic...faa	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
871_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
872_conserved_hypothetic...faa	1	0	0	1	0	1	0	1	1	0	1	0	1	0	1	1	1	
873_cation_efflux_system...faa	1	0	0	1	2	2	1	1	1	1	1	1	3	1	1	1	1	
874_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
875_ABC_transporter-_nuc...faa	2	1	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0	
876_ABC_transporter-_mem...faa	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	
877_ABC_transporter-_sub...faa	2	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	
878_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
880_conserved_hypothetic...faa	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
881_dapA.faa	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
882_conserved_hypothetic...faa	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
885_conserved_hypothetic...faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
887_dskA.faa	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	
891_mnhA.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
892_mnhB.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
893_mnhC.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
895_mnhE.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
896_mnhF.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
899_conserved_hypothetic...faa	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
906_conserved_hypothetic...faa	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
907_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
910_lysE.faa	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	
911_transcriptional_regu...faa	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	
912_amide_hydrolase.faa	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	
913_conserved_hypothetic...faa	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
916_beta-lactamase_class...faa	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
917_conserved_hypothetic...faa	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	
918_conserved_hypothetic...faa	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	
922_pemI.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
923_pemK.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
924_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
925_MFS_permease.faa	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
926_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
927_cscA.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
928_conserved_hypothetic...faa	1	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	1	
929_dehydrogenase.faa	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	
930_transcriptional_regu...faa	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	
932_conserved_hypothetic...faa	1	1	0	0	0	0	2	1	0	1	0	1	1	0	0	0	1	
933_conserved_hypothetic...faa	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
934_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
936_conserved_hypothetic...faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
937_conserved_hypothetic...faa	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
939_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
942_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
944_MFS_permease.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
945_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
946_hypothetical_protein.faa	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	
952_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
953_Conserved_hypothetic...faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
970_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
973_conserved_hypothetic...faa	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
974_NAD-NADP_dependent_o...faa	1	1	0	1	1	1	1	0	2	0	0	3	1	0	2	2	1	
976_permease.faa	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	
977_transcriptional_regu...faa	3	1	0	1	1	1	3	0	2	1	0	2	1	1	1	1	2	
979_conserved_hypothetic...faa	1	0	0	2	1	0	1	1	0	2	1	0	1	0	1	1	0	
980_zinc-binding_dehydro...faa	1	1	0	0	0	1	1	0	0	0	0	1	1	1	1	1	1	
981_Conserved_Hypothetic...faa	1	1	0	0	0	1	2	0	1	1	0	1	1	1	1	1	0	
983_mgtE.faa	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
984_MFS_permease.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
987_conserved_hypothetic...faa	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	
988_conserved_hypothetic...faa	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	
989_conserved_hypothetic...faa	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	
990_amn.faa	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	
991_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
992_conserved_hypothetic...faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
993_conserved_hypothetic...faa	2	0	0	0	0	0	2	1	1	3	0	1	2	0	0	0	0	
996_conserved_hypothetic...faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
998_aldolase.faa	1	0	0	0	1	0	2	0	2	0	0	3	1	0	3	3	2	
999_hypothetical_protein.faa	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
1000_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1001_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1002_outer_membrane_prote...faa	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1005_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1008_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1013_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1014_conserved_hypothetic...faa	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	
1019_fixK.faa	1	1	0	0	0	0	2	0	3	0	0	1	1	1	0	0	0	
1023_methyltransferase.faa	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	
1024_conserved_hypothetic...faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
1025_conserved_hypothetic...faa	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	
1026_conserved_hypothetic...faa	1	1	0	0	1	1	0	0	0	0	0	1	1	0	1	1	0	
1027_conserved_hypothetic...faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1028_ABC_transporter-_sub...faa	1	1	0	0	0	0	0	0	1	0	0	3	0	0	0	0	1	
1030_ABC_transporter-_mem...faa	1	1	0	1	1	0	0	0	1	1	1	2	0	0	1	1	1	
1031_conserved_hypothetic...faa	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
1032_conserved_hypothetic...faa	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
1041_conserved_hypothetic...faa	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1042_two_component_respon...faa	1	2	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	
1043_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1047_conserved_hypothetic...faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1050_conserved_hypothetic...faa	1	1	0	1	1	1	1	1	1	0	1	0	0	1	0	0	0	
1051_pip.faa	1	1	0	1	1	1	1	2	1	0	1	0	1	1	1	1	1	
1052_conserved_hypothetic...faa	2	0	0	0	0	0	3	1	2	1	1	0	1	1	1	1	1	
1058_cvpA.faa	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1060_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1061_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1064_branched-chain_amino...faa	2	1	0	0	0	1	2	2	1	0	0	1	1	0	1	1	1	
1065_conserved_hypothetic...faa	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	
1068_MFS_permease.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
1069_secretion_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
1074_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1075_aldo-keto_reductase.faa	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	
1080_hypothetical_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1081_conserved_hypothetic...faa	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1084_conserved_hypothetic...faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1093_conserved_hypothetic...faa	1	1	0	2	2	1	1	1	2	1	0	0	0	1	0	0	1	
1094_dehydrogenase.faa	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
1095_GGDEF_family_protein.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1096_two_component_sensor...faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1097_nwsB.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1098_conserved_hypothetic...faa	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	
1100_conserved_hypothetic...faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1101_ligE.faa	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
1103_conserved_hypothetic...faa	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
1104_conserved_hypothetic...faa	1	0	0	0	0	0	2	0	0	0	0	0	0	1	1	1	0	
1105_ABC_transporter-_mem...faa	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
1111_ropB.faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1116_reductase.faa	1	2	0	2	1	1	1	1	1	0	0	1	1	2	9	9	2	
1117_NTP_pyrophosphohydro...faa	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	
1118_protease_VII_precurs...faa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
